Date,Pfizer,Moderna
5/3/16,0.2156,NA
5/4/16,0.2168,NA
5/5/16,0.2158,NA
5/6/16,0.2157,NA
5/9/16,0.212,NA
5/10/16,0.212,NA
5/11/16,0.222,NA
5/12/16,0.2158,NA
5/13/16,0.2141,NA
5/16/16,0.2066,NA
5/17/16,0.203,NA
5/18/16,0.1467,NA
5/19/16,0.1468,NA
5/20/16,0.1473,NA
5/23/16,0.1349,NA
5/24/16,0.1385,NA
5/25/16,0.1312,NA
5/26/16,0.1312,NA
5/27/16,0.1301,NA
5/30/16,0.1302,NA
5/31/16,0.1287,NA
6/1/16,0.1262,NA
6/2/16,0.1263,NA
6/3/16,0.1278,NA
6/6/16,0.1284,NA
6/7/16,0.1275,NA
6/8/16,0.1303,NA
6/9/16,0.1295,NA
6/10/16,0.1273,NA
6/13/16,0.1378,NA
6/14/16,0.1168,NA
6/15/16,0.1148,NA
6/16/16,0.1145,NA
6/17/16,0.124,NA
6/20/16,0.1245,NA
6/21/16,0.1259,NA
6/22/16,0.1142,NA
6/23/16,0.1144,NA
6/24/16,0.1274,NA
6/27/16,0.1276,NA
6/28/16,0.1338,NA
6/29/16,0.1405,NA
6/30/16,0.1403,NA
7/1/16,0.14,NA
7/4/16,0.1397,NA
7/5/16,0.1367,NA
7/6/16,0.1356,NA
7/7/16,0.1361,NA
7/8/16,0.1378,NA
7/11/16,0.1378,NA
7/12/16,0.1378,NA
7/13/16,0.1378,NA
7/14/16,0.1445,NA
7/15/16,0.1441,NA
7/18/16,0.1441,NA
7/19/16,0.1437,NA
7/20/16,0.1405,NA
7/21/16,0.1405,NA
7/22/16,0.1404,NA
7/25/16,0.1309,NA
7/26/16,0.13,NA
7/27/16,0.1281,NA
7/28/16,0.1293,NA
7/29/16,0.1192,NA
8/1/16,0.1209,NA
8/2/16,0.1438,NA
8/3/16,0.1694,NA
8/4/16,0.1697,NA
8/5/16,0.1616,NA
8/8/16,0.1671,NA
8/9/16,0.159,NA
8/10/16,0.1518,NA
8/11/16,0.1509,NA
8/12/16,0.1484,NA
8/15/16,0.1489,NA
8/16/16,0.1493,NA
8/17/16,0.1525,NA
8/18/16,0.1526,NA
8/19/16,0.1502,NA
8/22/16,0.1503,NA
8/23/16,0.1519,NA
8/24/16,0.1528,NA
8/25/16,0.143,NA
8/26/16,0.1432,NA
8/29/16,0.146,NA
8/30/16,0.1467,NA
8/31/16,0.1464,NA
9/1/16,0.1463,NA
9/2/16,0.1467,NA
9/5/16,0.1465,NA
9/6/16,0.1463,NA
9/7/16,0.1466,NA
9/8/16,0.1464,NA
9/9/16,0.1517,NA
9/12/16,0.1559,NA
9/13/16,0.1481,NA
9/14/16,0.1214,NA
9/15/16,0.1229,NA
9/16/16,0.1205,NA
9/19/16,0.1161,NA
9/20/16,0.1163,NA
9/21/16,0.124,NA
9/22/16,0.1242,NA
9/23/16,0.1242,NA
9/26/16,0.1333,NA
9/27/16,0.1328,NA
9/28/16,0.1299,NA
9/29/16,0.1405,NA
9/30/16,0.1493,NA
10/3/16,0.1496,NA
10/4/16,0.1478,NA
10/5/16,0.1477,NA
10/6/16,0.1489,NA
10/7/16,0.1488,NA
10/10/16,0.1463,NA
10/11/16,0.1503,NA
10/12/16,0.1503,NA
10/13/16,0.1519,NA
10/14/16,0.1513,NA
10/17/16,0.1514,NA
10/18/16,0.1531,NA
10/19/16,0.1526,NA
10/20/16,0.1526,NA
10/21/16,0.1476,NA
10/24/16,0.1376,NA
10/25/16,0.1312,NA
10/26/16,0.1321,NA
10/27/16,0.1308,NA
10/28/16,0.1378,NA
10/31/16,0.1372,NA
11/1/16,0.1455,NA
11/2/16,0.1403,NA
11/3/16,0.1525,NA
11/4/16,0.1527,NA
11/7/16,0.1546,NA
11/8/16,0.1543,NA
11/9/16,0.2589,NA
11/10/16,0.2821,NA
11/11/16,0.2885,NA
11/14/16,0.2887,NA
11/15/16,0.2887,NA
11/16/16,0.2886,NA
11/17/16,0.2886,NA
11/18/16,0.2891,NA
11/21/16,0.2893,NA
11/22/16,0.2875,NA
11/23/16,0.2878,NA
11/24/16,0.2869,NA
11/25/16,0.2883,NA
11/28/16,0.2882,NA
11/29/16,0.29,NA
11/30/16,0.2908,NA
12/1/16,0.297,NA
12/2/16,0.296,NA
12/5/16,0.296,NA
12/6/16,0.2956,NA
12/7/16,0.297,NA
12/8/16,0.2974,NA
12/9/16,0.3028,NA
12/12/16,0.3086,NA
12/13/16,0.304,NA
12/14/16,0.3003,NA
12/15/16,0.2899,NA
12/16/16,0.2899,NA
12/19/16,0.2886,NA
12/20/16,0.2851,NA
12/21/16,0.2123,NA
12/22/16,0.1725,NA
12/23/16,0.1544,NA
12/26/16,0.1533,NA
12/27/16,0.1527,NA
12/28/16,0.1515,NA
12/29/16,0.1501,NA
12/30/16,0.1479,NA
1/2/17,0.1478,NA
1/3/17,0.1516,NA
1/4/17,0.1529,NA
1/5/17,0.1544,NA
1/6/17,0.1542,NA
1/9/17,0.1531,NA
1/10/17,0.1503,NA
1/11/17,0.16,NA
1/12/17,0.1478,NA
1/13/17,0.1476,NA
1/16/17,0.1475,NA
1/17/17,0.1539,NA
1/18/17,0.1495,NA
1/19/17,0.1508,NA
1/20/17,0.1337,NA
1/23/17,0.1198,NA
1/24/17,0.1147,NA
1/25/17,0.116,NA
1/26/17,0.1161,NA
1/27/17,0.1167,NA
1/30/17,0.1168,NA
1/31/17,0.1244,NA
2/1/17,0.1186,NA
2/2/17,0.1188,NA
2/3/17,0.1229,NA
2/6/17,0.1237,NA
2/7/17,0.1242,NA
2/8/17,0.1234,NA
2/9/17,0.1247,NA
2/10/17,0.1247,NA
2/13/17,0.1269,NA
2/14/17,0.1187,NA
2/15/17,0.134,NA
2/16/17,0.1315,NA
2/17/17,0.131,NA
2/20/17,0.1309,NA
2/21/17,0.1309,NA
2/22/17,0.1187,NA
2/23/17,0.1221,NA
2/24/17,0.1222,NA
2/27/17,0.1221,NA
2/28/17,0.1142,NA
3/1/17,0.1154,NA
3/2/17,0.1089,NA
3/3/17,0.1092,NA
3/6/17,0.1052,NA
3/7/17,0.1059,NA
3/8/17,0.1068,NA
3/9/17,0.1065,NA
3/10/17,0.1064,NA
3/13/17,0.1051,NA
3/14/17,0.1004,NA
3/15/17,0.103,NA
3/16/17,0.1061,NA
3/17/17,0.1042,NA
3/20/17,0.1041,NA
3/21/17,0.1036,NA
3/22/17,0.1043,NA
3/23/17,0.1054,NA
3/24/17,0.1093,NA
3/27/17,0.1082,NA
3/28/17,0.1081,NA
3/29/17,0.0877,NA
3/30/17,0.0874,NA
3/31/17,0.0885,NA
4/3/17,0.0885,NA
4/4/17,0.0887,NA
4/5/17,0.0898,NA
4/6/17,0.0809,NA
4/7/17,0.079,NA
4/10/17,0.0791,NA
4/11/17,0.0785,NA
4/12/17,0.0738,NA
4/13/17,0.0733,NA
4/14/17,0.0732,NA
4/17/17,0.073,NA
4/18/17,0.0678,NA
4/19/17,0.0702,NA
4/20/17,0.0701,NA
4/21/17,0.0702,NA
4/24/17,0.0709,NA
4/25/17,0.0701,NA
4/26/17,0.0605,NA
4/27/17,0.0587,NA
4/28/17,0.0585,NA
5/1/17,0.0591,NA
5/2/17,0.0598,NA
5/3/17,0.0568,NA
5/4/17,0.0553,NA
5/5/17,0.0506,NA
5/8/17,0.0475,NA
5/9/17,0.0477,NA
5/10/17,0.0524,NA
5/11/17,0.0523,NA
5/12/17,0.0516,NA
5/15/17,0.053,NA
5/16/17,0.0666,NA
5/17/17,0.0719,NA
5/18/17,0.072,NA
5/19/17,0.0768,NA
5/22/17,0.081,NA
5/23/17,0.0812,NA
5/24/17,0.0811,NA
5/25/17,0.0825,NA
5/26/17,0.0824,NA
5/29/17,0.0811,NA
5/30/17,0.0808,NA
5/31/17,0.0942,NA
6/1/17,0.0935,NA
6/2/17,0.0941,NA
6/5/17,0.0943,NA
6/6/17,0.0964,NA
6/7/17,0.0955,NA
6/8/17,0.0968,NA
6/9/17,0.1371,NA
6/12/17,0.1369,NA
6/13/17,0.1366,NA
6/14/17,0.1368,NA
6/15/17,0.1374,NA
6/16/17,0.1383,NA
6/19/17,0.1402,NA
6/20/17,0.1433,NA
6/21/17,0.142,NA
6/22/17,0.1426,NA
6/23/17,0.1426,NA
6/26/17,0.1431,NA
6/27/17,0.1369,NA
6/28/17,0.1318,NA
6/29/17,0.1325,NA
6/30/17,0.1315,NA
7/3/17,0.1277,NA
7/4/17,0.1277,NA
7/5/17,0.1287,NA
7/6/17,0.1349,NA
7/7/17,0.135,NA
7/10/17,0.135,NA
7/11/17,0.1372,NA
7/12/17,0.1297,NA
7/13/17,0.1297,NA
7/14/17,0.129,NA
7/17/17,0.1288,NA
7/18/17,0.1257,NA
7/19/17,0.1266,NA
7/20/17,0.124,NA
7/21/17,0.0867,NA
7/24/17,0.0877,NA
7/25/17,0.0894,NA
7/26/17,0.0911,NA
7/27/17,0.091,NA
7/28/17,0.0909,NA
7/31/17,0.0882,NA
8/1/17,0.0829,NA
8/2/17,0.0782,NA
8/3/17,0.0897,NA
8/4/17,0.0913,NA
8/7/17,0.0948,NA
8/8/17,0.0923,NA
8/9/17,0.0937,NA
8/10/17,0.0932,NA
8/11/17,0.0942,NA
8/14/17,0.092,NA
8/15/17,0.0923,NA
8/16/17,0.0911,NA
8/17/17,0.0909,NA
8/18/17,0.0931,NA
8/21/17,0.0933,NA
8/22/17,0.0979,NA
8/23/17,0.0981,NA
8/24/17,0.098,NA
8/25/17,0.0981,NA
8/28/17,0.097,NA
8/29/17,0.0966,NA
8/30/17,0.0939,NA
8/31/17,0.1021,NA
9/1/17,0.1019,NA
9/4/17,0.1007,NA
9/5/17,0.0997,NA
9/6/17,0.0983,NA
9/7/17,0.0982,NA
9/8/17,0.0978,NA
9/11/17,0.0991,NA
9/12/17,0.129,NA
9/13/17,0.1314,NA
9/14/17,0.1348,NA
9/15/17,0.139,NA
9/18/17,0.1351,NA
9/19/17,0.1355,NA
9/20/17,0.1404,NA
9/21/17,0.1404,NA
9/22/17,0.1388,NA
9/25/17,0.1456,NA
9/26/17,0.1475,NA
9/27/17,0.1474,NA
9/28/17,0.1411,NA
9/29/17,0.1371,NA
10/2/17,0.1388,NA
10/3/17,0.1364,NA
10/4/17,0.1383,NA
10/5/17,0.1381,NA
10/6/17,0.138,NA
10/9/17,0.138,NA
10/10/17,0.1385,NA
10/11/17,0.138,NA
10/12/17,0.1348,NA
10/13/17,0.135,NA
10/16/17,0.1394,NA
10/17/17,0.1384,NA
10/18/17,0.1427,NA
10/19/17,0.1452,NA
10/20/17,0.1454,NA
10/23/17,0.1451,NA
10/24/17,0.1189,NA
10/25/17,0.116,NA
10/26/17,0.1087,NA
10/27/17,0.1049,NA
10/30/17,0.1101,NA
10/31/17,0.1101,NA
11/1/17,0.1017,NA
11/2/17,0.1033,NA
11/3/17,0.1037,NA
11/6/17,0.0989,NA
11/7/17,0.0974,NA
11/8/17,0.0967,NA
11/9/17,0.0964,NA
11/10/17,0.0959,NA
11/13/17,0.0912,NA
11/14/17,0.0913,NA
11/15/17,0.0903,NA
